,Cd79a,Cx3cr1,Il10,Il10ra,Dataset
2941,1,1,0,3,Infected
2942,0,2,0,1,Infected
2945,0,3,0,1,Infected
2950,0,1,0,1,Infected
2952,1,1,0,1,Infected
2954,0,4,0,1,Infected
2955,0,1,0,1,Infected
2959,0,3,0,1,Infected
2961,0,1,0,2,Infected
2963,0,2,0,3,Infected
2966,3,3,0,1,Infected
2980,0,3,0,1,Infected
2981,0,4,0,1,Infected
2982,0,1,0,6,Infected
2993,0,1,0,1,Infected
3012,0,2,0,1,Infected
3022,2,3,0,1,Infected
3035,0,3,0,3,Infected
3038,0,3,0,1,Infected
3046,0,2,0,1,Infected
3047,0,3,0,2,Infected
3049,1,1,1,2,Infected
3050,0,1,0,2,Infected
3055,1,2,1,1,Infected
3071,0,1,0,2,Infected
3073,1,3,0,2,Infected
3081,1,2,0,4,Infected
3082,0,1,0,2,Infected
3084,0,5,0,1,Infected
3085,0,1,0,3,Infected
3086,1,3,0,1,Infected
3088,0,3,0,1,Infected
3093,0,1,0,1,Infected
3100,0,1,0,3,Infected
3102,0,2,0,1,Infected
3107,0,1,0,1,Infected
3114,0,1,0,1,Infected
3121,0,2,0,1,Infected
3122,1,1,0,3,Infected
3124,0,1,0,1,Infected
3127,0,1,0,1,Infected
3130,0,1,0,1,Infected
3133,0,3,0,1,Infected
3134,0,1,0,1,Infected
3136,0,2,1,1,Infected
3141,0,1,0,1,Infected
3144,0,1,0,1,Infected
3146,1,6,0,2,Infected
3149,0,2,0,2,Infected
3150,0,1,2,1,Infected
3155,1,6,0,1,Infected
3158,0,1,0,2,Infected
3163,0,5,0,1,Infected
3170,0,2,0,1,Infected
3178,0,2,0,1,Infected
3179,1,1,0,2,Infected
3187,0,4,0,1,Infected
3198,0,5,0,2,Infected
3205,1,2,0,1,Infected
3206,1,3,0,1,Infected
3208,1,2,0,1,Infected
3212,0,5,0,1,Infected
3216,0,1,0,1,Infected
3221,2,1,0,2,Infected
3245,0,2,0,2,Infected
3249,3,2,0,1,Infected
3253,1,1,0,3,Infected
3257,0,5,0,1,Infected
3262,0,1,0,1,Infected
3263,2,1,0,2,Infected
3264,1,1,0,2,Infected
3267,0,6,0,3,Infected
3271,0,2,0,1,Infected
3275,2,1,0,3,Infected
3279,1,1,0,1,Infected
3282,0,1,0,1,Infected
3285,0,1,0,1,Infected
3294,1,5,0,2,Infected
3296,0,3,0,1,Infected
3302,0,2,0,1,Infected
3311,1,3,0,1,Infected
3316,1,8,0,2,Infected
3317,0,8,0,1,Infected
3326,1,1,0,1,Infected
3327,0,1,0,1,Infected
